config_id,source,bin_width,u_max,max_k,matrix_size,samples,seed,l2_to_sine_kernel,mean_normalized_spacing,notes
h008_m120_s25,goe,0.025,8,50,120,25,1729,0.152724004794,1,GOE contrast ensemble
h009_m60_s15,gue,0.025,8,100,60,15,1730,0.250411956896,1,GUE sine-kernel comparison
h009_m60_s15,goe,0.025,8,100,60,15,1729,0.26619783151,1,GOE contrast ensemble
h009_m60_s25,gue,0.025,8,100,60,25,1730,0.186137468376,1,GUE sine-kernel comparison
h009_m60_s25,goe,0.025,8,100,60,25,1729,0.210785911251,1,GOE contrast ensemble
h009_m80_s15,gue,0.025,8,100,80,15,1730,0.224138702661,1,GUE sine-kernel comparison
h009_m80_s15,goe,0.025,8,100,80,15,1729,0.229135460452,1,GOE contrast ensemble
h009_m80_s25,gue,0.025,8,100,80,25,1730,0.176834859112,1,GUE sine-kernel comparison
h009_m80_s25,goe,0.025,8,100,80,25,1729,0.185091095312,1,GOE contrast ensemble
h009_m120_s15,gue,0.025,8,100,120,15,1730,0.171004105048,1,GUE sine-kernel comparison
h009_m120_s15,goe,0.025,8,100,120,15,1729,0.179224610877,1,GOE contrast ensemble
h009_m120_s25,gue,0.025,8,100,120,25,1730,0.134766586338,1,GUE sine-kernel comparison
h009_m120_s25,goe,0.025,8,100,120,25,1729,0.152724004794,1,GOE contrast ensemble
h010_m60_s15,gue,0.05,3,25,60,15,1730,0.156271131419,1,GUE sine-kernel comparison
h010_m60_s15,goe,0.05,3,25,60,15,1729,0.181304885235,1,GOE contrast ensemble
h010_m60_s25,gue,0.05,3,25,60,25,1730,0.117494815733,1,GUE sine-kernel comparison
h010_m60_s25,goe,0.05,3,25,60,25,1729,0.147805465513,1,GOE contrast ensemble
h010_m80_s15,gue,0.05,3,25,80,15,1730,0.161800937202,1,GUE sine-kernel comparison
h010_m80_s15,goe,0.05,3,25,80,15,1729,0.159725447994,1,GOE contrast ensemble
h010_m80_s25,gue,0.05,3,25,80,25,1730,0.129718432149,1,GUE sine-kernel comparison
h010_m80_s25,goe,0.05,3,25,80,25,1729,0.138567291483,1,GOE contrast ensemble
h010_m120_s15,gue,0.05,3,25,120,15,1730,0.117145272454,1,GUE sine-kernel comparison
h010_m120_s15,goe,0.05,3,25,120,15,1729,0.138154030342,1,GOE contrast ensemble
h010_m120_s25,gue,0.05,3,25,120,25,1730,0.0861556252779,1,GUE sine-kernel comparison
h010_m120_s25,goe,0.05,3,25,120,25,1729,0.134413658862,1,GOE contrast ensemble
h011_m60_s15,gue,0.05,3,50,60,15,1730,0.156271131419,1,GUE sine-kernel comparison
h011_m60_s15,goe,0.05,3,50,60,15,1729,0.181304885235,1,GOE contrast ensemble
h011_m60_s25,gue,0.05,3,50,60,25,1730,0.117494815733,1,GUE sine-kernel comparison
h011_m60_s25,goe,0.05,3,50,60,25,1729,0.147805465513,1,GOE contrast ensemble
h011_m80_s15,gue,0.05,3,50,80,15,1730,0.161800937202,1,GUE sine-kernel comparison
h011_m80_s15,goe,0.05,3,50,80,15,1729,0.159725447994,1,GOE contrast ensemble
h011_m80_s25,gue,0.05,3,50,80,25,1730,0.129718432149,1,GUE sine-kernel comparison
h011_m80_s25,goe,0.05,3,50,80,25,1729,0.138567291483,1,GOE contrast ensemble
h011_m120_s15,gue,0.05,3,50,120,15,1730,0.117145272454,1,GUE sine-kernel comparison
h011_m120_s15,goe,0.05,3,50,120,15,1729,0.138154030342,1,GOE contrast ensemble
h011_m120_s25,gue,0.05,3,50,120,25,1730,0.0861556252779,1,GUE sine-kernel comparison
h011_m120_s25,goe,0.05,3,50,120,25,1729,0.134413658862,1,GOE contrast ensemble
h012_m60_s15,gue,0.05,3,100,60,15,1730,0.156271131419,1,GUE sine-kernel comparison
h012_m60_s15,goe,0.05,3,100,60,15,1729,0.181304885235,1,GOE contrast ensemble
h012_m60_s25,gue,0.05,3,100,60,25,1730,0.117494815733,1,GUE sine-kernel comparison
h012_m60_s25,goe,0.05,3,100,60,25,1729,0.147805465513,1,GOE contrast ensemble
h012_m80_s15,gue,0.05,3,100,80,15,1730,0.161800937202,1,GUE sine-kernel comparison
h012_m80_s15,goe,0.05,3,100,80,15,1729,0.159725447994,1,GOE contrast ensemble
h012_m80_s25,gue,0.05,3,100,80,25,1730,0.129718432149,1,GUE sine-kernel comparison
h012_m80_s25,goe,0.05,3,100,80,25,1729,0.138567291483,1,GOE contrast ensemble
h012_m120_s15,gue,0.05,3,100,120,15,1730,0.117145272454,1,GUE sine-kernel comparison
h012_m120_s15,goe,0.05,3,100,120,15,1729,0.138154030342,1,GOE contrast ensemble
h012_m120_s25,gue,0.05,3,100,120,25,1730,0.0861556252779,1,GUE sine-kernel comparison
h012_m120_s25,goe,0.05,3,100,120,25,1729,0.134413658862,1,GOE contrast ensemble
h013_m60_s15,gue,0.05,5,25,60,15,1730,0.169588083767,1,GUE sine-kernel comparison
h013_m60_s15,goe,0.05,5,25,60,15,1729,0.166626199119,1,GOE contrast ensemble
h013_m60_s25,gue,0.05,5,25,60,25,1730,0.12459013138,1,GUE sine-kernel comparison
h013_m60_s25,goe,0.05,5,25,60,25,1729,0.139548189167,1,GOE contrast ensemble
h013_m80_s15,gue,0.05,5,25,80,15,1730,0.15812585888,1,GUE sine-kernel comparison
h013_m80_s15,goe,0.05,5,25,80,15,1729,0.153113085132,1,GOE contrast ensemble
h013_m80_s25,gue,0.05,5,25,80,25,1730,0.126765270135,1,GUE sine-kernel comparison
h013_m80_s25,goe,0.05,5,25,80,25,1729,0.141472959729,1,GOE contrast ensemble
h013_m120_s15,gue,0.05,5,25,120,15,1730,0.12201960725,1,GUE sine-kernel comparison
h013_m120_s15,goe,0.05,5,25,120,15,1729,0.131501932017,1,GOE contrast ensemble
h013_m120_s25,gue,0.05,5,25,120,25,1730,0.0901981055699,1,GUE sine-kernel comparison
h013_m120_s25,goe,0.05,5,25,120,25,1729,0.11844337473,1,GOE contrast ensemble
h014_m60_s15,gue,0.05,5,50,60,15,1730,0.169588083767,1,GUE sine-kernel comparison
h014_m60_s15,goe,0.05,5,50,60,15,1729,0.166626199119,1,GOE contrast ensemble
h014_m60_s25,gue,0.05,5,50,60,25,1730,0.12459013138,1,GUE sine-kernel comparison
h014_m60_s25,goe,0.05,5,50,60,25,1729,0.139548189167,1,GOE contrast ensemble
h014_m80_s15,gue,0.05,5,50,80,15,1730,0.15812585888,1,GUE sine-kernel comparison
h014_m80_s15,goe,0.05,5,50,80,15,1729,0.153113085132,1,GOE contrast ensemble
h014_m80_s25,gue,0.05,5,50,80,25,1730,0.126765270135,1,GUE sine-kernel comparison
h014_m80_s25,goe,0.05,5,50,80,25,1729,0.141472959729,1,GOE contrast ensemble
h014_m120_s15,gue,0.05,5,50,120,15,1730,0.12201960725,1,GUE sine-kernel comparison
h014_m120_s15,goe,0.05,5,50,120,15,1729,0.131501932017,1,GOE contrast ensemble
h014_m120_s25,gue,0.05,5,50,120,25,1730,0.0901981055699,1,GUE sine-kernel comparison
h014_m120_s25,goe,0.05,5,50,120,25,1729,0.11844337473,1,GOE contrast ensemble
h015_m60_s15,gue,0.05,5,100,60,15,1730,0.169588083767,1,GUE sine-kernel comparison
h015_m60_s15,goe,0.05,5,100,60,15,1729,0.166626199119,1,GOE contrast ensemble
h015_m60_s25,gue,0.05,5,100,60,25,1730,0.12459013138,1,GUE sine-kernel comparison
h015_m60_s25,goe,0.05,5,100,60,25,1729,0.139548189167,1,GOE contrast ensemble
h015_m80_s15,gue,0.05,5,100,80,15,1730,0.15812585888,1,GUE sine-kernel comparison
h015_m80_s15,goe,0.05,5,100,80,15,1729,0.153113085132,1,GOE contrast ensemble
h015_m80_s25,gue,0.05,5,100,80,25,1730,0.126765270135,1,GUE sine-kernel comparison
h015_m80_s25,goe,0.05,5,100,80,25,1729,0.141472959729,1,GOE contrast ensemble
h015_m120_s15,gue,0.05,5,100,120,15,1730,0.12201960725,1,GUE sine-kernel comparison
h015_m120_s15,goe,0.05,5,100,120,15,1729,0.131501932017,1,GOE contrast ensemble
h015_m120_s25,gue,0.05,5,100,120,25,1730,0.0901981055699,1,GUE sine-kernel comparison
h015_m120_s25,goe,0.05,5,100,120,25,1729,0.11844337473,1,GOE contrast ensemble
h016_m60_s15,gue,0.05,8,25,60,15,1730,0.16970065448,1,GUE sine-kernel comparison
h016_m60_s15,goe,0.05,8,25,60,15,1729,0.17752579585,1,GOE contrast ensemble
h016_m60_s25,gue,0.05,8,25,60,25,1730,0.117821683168,1,GUE sine-kernel comparison
h016_m60_s25,goe,0.05,8,25,60,25,1729,0.14549408304,1,GOE contrast ensemble
h016_m80_s15,gue,0.05,8,25,80,15,1730,0.154847408662,1,GUE sine-kernel comparison
h016_m80_s15,goe,0.05,8,25,80,15,1729,0.166942361268,1,GOE contrast ensemble
h016_m80_s25,gue,0.05,8,25,80,25,1730,0.127871419074,1,GUE sine-kernel comparison
h016_m80_s25,goe,0.05,8,25,80,25,1729,0.13891339958,1,GOE contrast ensemble
h016_m120_s15,gue,0.05,8,25,120,15,1730,0.117139272988,1,GUE sine-kernel comparison
h016_m120_s15,goe,0.05,8,25,120,15,1729,0.123798593836,1,GOE contrast ensemble
h016_m120_s25,gue,0.05,8,25,120,25,1730,0.092553613779,1,GUE sine-kernel comparison
h016_m120_s25,goe,0.05,8,25,120,25,1729,0.109572556681,1,GOE contrast ensemble
h017_m60_s15,gue,0.05,8,50,60,15,1730,0.16970065448,1,GUE sine-kernel comparison
h017_m60_s15,goe,0.05,8,50,60,15,1729,0.17752579585,1,GOE contrast ensemble
h017_m60_s25,gue,0.05,8,50,60,25,1730,0.117821683168,1,GUE sine-kernel comparison
h017_m60_s25,goe,0.05,8,50,60,25,1729,0.14549408304,1,GOE contrast ensemble
h017_m80_s15,gue,0.05,8,50,80,15,1730,0.154847408662,1,GUE sine-kernel comparison
h017_m80_s15,goe,0.05,8,50,80,15,1729,0.166942361268,1,GOE contrast ensemble
h017_m80_s25,gue,0.05,8,50,80,25,1730,0.127871419074,1,GUE sine-kernel comparison
h017_m80_s25,goe,0.05,8,50,80,25,1729,0.13891339958,1,GOE contrast ensemble
h017_m120_s15,gue,0.05,8,50,120,15,1730,0.117139272988,1,GUE sine-kernel comparison
h017_m120_s15,goe,0.05,8,50,120,15,1729,0.123798593836,1,GOE contrast ensemble
h017_m120_s25,gue,0.05,8,50,120,25,1730,0.092553613779,1,GUE sine-kernel comparison
h017_m120_s25,goe,0.05,8,50,120,25,1729,0.109572556681,1,GOE contrast ensemble
h018_m60_s15,gue,0.05,8,100,60,15,1730,0.16970065448,1,GUE sine-kernel comparison
h018_m60_s15,goe,0.05,8,100,60,15,1729,0.17752579585,1,GOE contrast ensemble
h018_m60_s25,gue,0.05,8,100,60,25,1730,0.117821683168,1,GUE sine-kernel comparison
h018_m60_s25,goe,0.05,8,100,60,25,1729,0.14549408304,1,GOE contrast ensemble
h018_m80_s15,gue,0.05,8,100,80,15,1730,0.154847408662,1,GUE sine-kernel comparison
h018_m80_s15,goe,0.05,8,100,80,15,1729,0.166942361268,1,GOE contrast ensemble
h018_m80_s25,gue,0.05,8,100,80,25,1730,0.127871419074,1,GUE sine-kernel comparison
h018_m80_s25,goe,0.05,8,100,80,25,1729,0.13891339958,1,GOE contrast ensemble
h018_m120_s15,gue,0.05,8,100,120,15,1730,0.117139272988,1,GUE sine-kernel comparison
h018_m120_s15,goe,0.05,8,100,120,15,1729,0.123798593836,1,GOE contrast ensemble
h018_m120_s25,gue,0.05,8,100,120,25,1730,0.092553613779,1,GUE sine-kernel comparison
h018_m120_s25,goe,0.05,8,100,120,25,1729,0.109572556681,1,GOE contrast ensemble
h019_m60_s15,gue,0.1,3,25,60,15,1730,0.105303555071,1,GUE sine-kernel comparison
h019_m60_s15,goe,0.1,3,25,60,15,1729,0.132358021979,1,GOE contrast ensemble
h019_m60_s25,gue,0.1,3,25,60,25,1730,0.0768675583792,1,GUE sine-kernel comparison
h019_m60_s25,goe,0.1,3,25,60,25,1729,0.110184591185,1,GOE contrast ensemble
h019_m80_s15,gue,0.1,3,25,80,15,1730,0.110358237302,1,GUE sine-kernel comparison
h019_m80_s15,goe,0.1,3,25,80,15,1729,0.137614549884,1,GOE contrast ensemble
h019_m80_s25,gue,0.1,3,25,80,25,1730,0.0966029332558,1,GUE sine-kernel comparison
h019_m80_s25,goe,0.1,3,25,80,25,1729,0.121715591921,1,GOE contrast ensemble
h019_m120_s15,gue,0.1,3,25,120,15,1730,0.0833642815951,1,GUE sine-kernel comparison
h019_m120_s15,goe,0.1,3,25,120,15,1729,0.101725063739,1,GOE contrast ensemble
h019_m120_s25,gue,0.1,3,25,120,25,1730,0.0662779357619,1,GUE sine-kernel comparison
h019_m120_s25,goe,0.1,3,25,120,25,1729,0.107231271872,1,GOE contrast ensemble
h020_m60_s15,gue,0.1,3,50,60,15,1730,0.105303555071,1,GUE sine-kernel comparison
h020_m60_s15,goe,0.1,3,50,60,15,1729,0.132358021979,1,GOE contrast ensemble
h020_m60_s25,gue,0.1,3,50,60,25,1730,0.0768675583792,1,GUE sine-kernel comparison
h020_m60_s25,goe,0.1,3,50,60,25,1729,0.110184591185,1,GOE contrast ensemble
h020_m80_s15,gue,0.1,3,50,80,15,1730,0.110358237302,1,GUE sine-kernel comparison
h020_m80_s15,goe,0.1,3,50,80,15,1729,0.137614549884,1,GOE contrast ensemble
h020_m80_s25,gue,0.1,3,50,80,25,1730,0.0966029332558,1,GUE sine-kernel comparison
h020_m80_s25,goe,0.1,3,50,80,25,1729,0.121715591921,1,GOE contrast ensemble
h020_m120_s15,gue,0.1,3,50,120,15,1730,0.0833642815951,1,GUE sine-kernel comparison
h020_m120_s15,goe,0.1,3,50,120,15,1729,0.101725063739,1,GOE contrast ensemble
h020_m120_s25,gue,0.1,3,50,120,25,1730,0.0662779357619,1,GUE sine-kernel comparison
h020_m120_s25,goe,0.1,3,50,120,25,1729,0.107231271872,1,GOE contrast ensemble
h021_m60_s15,gue,0.1,3,100,60,15,1730,0.105303555071,1,GUE sine-kernel comparison
h021_m60_s15,goe,0.1,3,100,60,15,1729,0.132358021979,1,GOE contrast ensemble
h021_m60_s25,gue,0.1,3,100,60,25,1730,0.0768675583792,1,GUE sine-kernel comparison
h021_m60_s25,goe,0.1,3,100,60,25,1729,0.110184591185,1,GOE contrast ensemble
h021_m80_s15,gue,0.1,3,100,80,15,1730,0.110358237302,1,GUE sine-kernel comparison
h021_m80_s15,goe,0.1,3,100,80,15,1729,0.137614549884,1,GOE contrast ensemble
h021_m80_s25,gue,0.1,3,100,80,25,1730,0.0966029332558,1,GUE sine-kernel comparison
h021_m80_s25,goe,0.1,3,100,80,25,1729,0.121715591921,1,GOE contrast ensemble
h021_m120_s15,gue,0.1,3,100,120,15,1730,0.0833642815951,1,GUE sine-kernel comparison
h021_m120_s15,goe,0.1,3,100,120,15,1729,0.101725063739,1,GOE contrast ensemble
h021_m120_s25,gue,0.1,3,100,120,25,1730,0.0662779357619,1,GUE sine-kernel comparison
h021_m120_s25,goe,0.1,3,100,120,25,1729,0.107231271872,1,GOE contrast ensemble
h022_m60_s15,gue,0.1,5,25,60,15,1730,0.117156594665,1,GUE sine-kernel comparison
h022_m60_s15,goe,0.1,5,25,60,15,1729,0.120524889609,1,GOE contrast ensemble
h022_m60_s25,gue,0.1,5,25,60,25,1730,0.0831242216035,1,GUE sine-kernel comparison
h022_m60_s25,goe,0.1,5,25,60,25,1729,0.102037485945,1,GOE contrast ensemble
h022_m80_s15,gue,0.1,5,25,80,15,1730,0.108763070087,1,GUE sine-kernel comparison
h022_m80_s15,goe,0.1,5,25,80,15,1729,0.121113014645,1,GOE contrast ensemble
h022_m80_s25,gue,0.1,5,25,80,25,1730,0.0931703274665,1,GUE sine-kernel comparison
h022_m80_s25,goe,0.1,5,25,80,25,1729,0.106457519308,1,GOE contrast ensemble
h022_m120_s15,gue,0.1,5,25,120,15,1730,0.0838124247733,1,GUE sine-kernel comparison
h022_m120_s15,goe,0.1,5,25,120,15,1729,0.0973797078779,1,GOE contrast ensemble
h022_m120_s25,gue,0.1,5,25,120,25,1730,0.0650033273118,1,GUE sine-kernel comparison
h022_m120_s25,goe,0.1,5,25,120,25,1729,0.0934993731539,1,GOE contrast ensemble
h023_m60_s15,gue,0.1,5,50,60,15,1730,0.117156594665,1,GUE sine-kernel comparison
h023_m60_s15,goe,0.1,5,50,60,15,1729,0.120524889609,1,GOE contrast ensemble
h023_m60_s25,gue,0.1,5,50,60,25,1730,0.0831242216035,1,GUE sine-kernel comparison
h023_m60_s25,goe,0.1,5,50,60,25,1729,0.102037485945,1,GOE contrast ensemble
h023_m80_s15,gue,0.1,5,50,80,15,1730,0.108763070087,1,GUE sine-kernel comparison
h023_m80_s15,goe,0.1,5,50,80,15,1729,0.121113014645,1,GOE contrast ensemble
h023_m80_s25,gue,0.1,5,50,80,25,1730,0.0931703274665,1,GUE sine-kernel comparison
h023_m80_s25,goe,0.1,5,50,80,25,1729,0.106457519308,1,GOE contrast ensemble
h023_m120_s15,gue,0.1,5,50,120,15,1730,0.0838124247733,1,GUE sine-kernel comparison
h023_m120_s15,goe,0.1,5,50,120,15,1729,0.0973797078779,1,GOE contrast ensemble
h023_m120_s25,gue,0.1,5,50,120,25,1730,0.0650033273118,1,GUE sine-kernel comparison
h023_m120_s25,goe,0.1,5,50,120,25,1729,0.0934993731539,1,GOE contrast ensemble
h024_m60_s15,gue,0.1,5,100,60,15,1730,0.117156594665,1,GUE sine-kernel comparison
h024_m60_s15,goe,0.1,5,100,60,15,1729,0.120524889609,1,GOE contrast ensemble
h024_m60_s25,gue,0.1,5,100,60,25,1730,0.0831242216035,1,GUE sine-kernel comparison
h024_m60_s25,goe,0.1,5,100,60,25,1729,0.102037485945,1,GOE contrast ensemble
h024_m80_s15,gue,0.1,5,100,80,15,1730,0.108763070087,1,GUE sine-kernel comparison
h024_m80_s15,goe,0.1,5,100,80,15,1729,0.121113014645,1,GOE contrast ensemble
h024_m80_s25,gue,0.1,5,100,80,25,1730,0.0931703274665,1,GUE sine-kernel comparison
h024_m80_s25,goe,0.1,5,100,80,25,1729,0.106457519308,1,GOE contrast ensemble
h024_m120_s15,gue,0.1,5,100,120,15,1730,0.0838124247733,1,GUE sine-kernel comparison
h024_m120_s15,goe,0.1,5,100,120,15,1729,0.0973797078779,1,GOE contrast ensemble
h024_m120_s25,gue,0.1,5,100,120,25,1730,0.0650033273118,1,GUE sine-kernel comparison
h024_m120_s25,goe,0.1,5,100,120,25,1729,0.0934993731539,1,GOE contrast ensemble
h025_m60_s15,gue,0.1,8,25,60,15,1730,0.120581136461,1,GUE sine-kernel comparison
h025_m60_s15,goe,0.1,8,25,60,15,1729,0.11043106431,1,GOE contrast ensemble
h025_m60_s25,gue,0.1,8,25,60,25,1730,0.0775346179758,1,GUE sine-kernel comparison
h025_m60_s25,goe,0.1,8,25,60,25,1729,0.0960440650009,1,GOE contrast ensemble
h025_m80_s15,gue,0.1,8,25,80,15,1730,0.109533542541,1,GUE sine-kernel comparison
h025_m80_s15,goe,0.1,8,25,80,15,1729,0.128722423141,1,GOE contrast ensemble
h025_m80_s25,gue,0.1,8,25,80,25,1730,0.0885798020952,1,GUE sine-kernel comparison
h025_m80_s25,goe,0.1,8,25,80,25,1729,0.0998019166514,1,GOE contrast ensemble
h025_m120_s15,gue,0.1,8,25,120,15,1730,0.0848129603073,1,GUE sine-kernel comparison
h025_m120_s15,goe,0.1,8,25,120,15,1729,0.0904100475799,1,GOE contrast ensemble
h025_m120_s25,gue,0.1,8,25,120,25,1730,0.0692508378969,1,GUE sine-kernel comparison
h025_m120_s25,goe,0.1,8,25,120,25,1729,0.0828375503022,1,GOE contrast ensemble
h026_m60_s15,gue,0.1,8,50,60,15,1730,0.120581136461,1,GUE sine-kernel comparison
h026_m60_s15,goe,0.1,8,50,60,15,1729,0.11043106431,1,GOE contrast ensemble
h026_m60_s25,gue,0.1,8,50,60,25,1730,0.0775346179758,1,GUE sine-kernel comparison
h026_m60_s25,goe,0.1,8,50,60,25,1729,0.0960440650009,1,GOE contrast ensemble
h026_m80_s15,gue,0.1,8,50,80,15,1730,0.109533542541,1,GUE sine-kernel comparison
h026_m80_s15,goe,0.1,8,50,80,15,1729,0.128722423141,1,GOE contrast ensemble
h026_m80_s25,gue,0.1,8,50,80,25,1730,0.0885798020952,1,GUE sine-kernel comparison
h026_m80_s25,goe,0.1,8,50,80,25,1729,0.0998019166514,1,GOE contrast ensemble
h026_m120_s15,gue,0.1,8,50,120,15,1730,0.0848129603073,1,GUE sine-kernel comparison
h026_m120_s15,goe,0.1,8,50,120,15,1729,0.0904100475799,1,GOE contrast ensemble
h026_m120_s25,gue,0.1,8,50,120,25,1730,0.0692508378969,1,GUE sine-kernel comparison
h026_m120_s25,goe,0.1,8,50,120,25,1729,0.0828375503022,1,GOE contrast ensemble
h027_m60_s15,gue,0.1,8,100,60,15,1730,0.120581136461,1,GUE sine-kernel comparison
h027_m60_s15,goe,0.1,8,100,60,15,1729,0.11043106431,1,GOE contrast ensemble
h027_m60_s25,gue,0.1,8,100,60,25,1730,0.0775346179758,1,GUE sine-kernel comparison
h027_m60_s25,goe,0.1,8,100,60,25,1729,0.0960440650009,1,GOE contrast ensemble
h027_m80_s15,gue,0.1,8,100,80,15,1730,0.109533542541,1,GUE sine-kernel comparison
h027_m80_s15,goe,0.1,8,100,80,15,1729,0.128722423141,1,GOE contrast ensemble
h027_m80_s25,gue,0.1,8,100,80,25,1730,0.0885798020952,1,GUE sine-kernel comparison
h027_m80_s25,goe,0.1,8,100,80,25,1729,0.0998019166514,1,GOE contrast ensemble
h027_m120_s15,gue,0.1,8,100,120,15,1730,0.0848129603073,1,GUE sine-kernel comparison
h027_m120_s15,goe,0.1,8,100,120,15,1729,0.0904100475799,1,GOE contrast ensemble
h027_m120_s25,gue,0.1,8,100,120,25,1730,0.0692508378969,1,GUE sine-kernel comparison
h027_m120_s25,goe,0.1,8,100,120,25,1729,0.0828375503022,1,GOE contrast ensemble
